slideId,title,content
1,PATHFINDER BIBLE EXPERIENCE,"2026
Конференційний рівень
ІСАЇ  розділи 1-33"
2,Oświadczenie:,"Pytania i odpowiedzi zostały przetłumaczone z języka angielskiego, a następnie poddane korekcie i opracowaniu na podstawie przekładu: Biblia, to jest Pismo Święte Starego i Nowego Przymierza (Ewangeliczny Instytut Biblijny, Poznań 2016). Mogą występować różnice w treści pytań i odpowiedzi, wynikające z różnic pomiędzy przekładami Biblii (angielskim i polskim)."
3,Тестування починається,
4,ПИТАННЯ #1,"(1 бал) Згідно з Ісаєю 8:17, Ісая каже, що він очікуватиме Господа. Від кого Господь ховає Своє обличчя?"
5,ПИТАННЯ #1,Відповідь: Від дому Якова
6,ПИТАННЯ #2,"(1 бал) Згідно з Ісаєю 21:16, Ісаї було сказано, що вся слава Кедара щезне. Як скоро вона щезне?"
7,ПИТАННЯ #2,Відповідь: За рік
8,ПИТАННЯ #3,"(2 бали) Згідно з Ісаєю 13:19, Ісая каже, що Вавилон, окраса царств… стане як які два міста, яких Бог знищив?"
9,ПИТАННЯ #3,"Відповідь: Содом, Гоморра"
10,ПИТАННЯ #4,"(1 бал) Згідно з Ісаєю 26:12, що, за словами Ісаї, Господь може подарувати нам?"
11,ПИТАННЯ #4,Відповідь: Мир
12,ПИТАННЯ #5,"(2 бали) Згідно з Ісаєю 33:9, земля сумує та в’яне. В яких двох містах опадає листя?"
13,ПИТАННЯ #5,Відповідь: Башан і Кармел
14,ПИТАННЯ #6,"(4 бали) Згідно з Ісаєю 14:22, Господь Саваот каже, що Він повстане проти Вавилону. Які чотири речі, за словами Господа, Він знищить?"
15,ПИТАННЯ #6,"Відповідь: Ім'я, залишок, спадкоємців, нащадків"
16,ПИТАННЯ #7,"(1 бал) Згідно з Ісая 11:15 на скільки потоків розділить Господь Ріку (Євфрат) так, щоб можна було її перейти в сандалях?"
17,ПИТАННЯ #7,Відповідь: сім
18,ПИТАННЯ #8,"(2 бали) Згідно з Ісаєю 15:2, У пророцтві про Моава, «Моав голосить над Нево і над Медевою». Яким є стан їхніх голів та їхніх борід?"
19,ПИТАННЯ #8,"Відповідь: В кожного голова оголена, в усіх борода обстрижена!"
20,ПИТАННЯ #9,"(1 бал) Згідно з Ісаєю 3:25, того дня (караючи дочок Сіону), як їхні чоловіки впадуть?"
21,ПИТАННЯ #9,Відповідь: Від меча
22,ПИТАННЯ #10,"(2 бали) Згідно з Ісаєю 24:6, «Прокляття пожирає землю», як описано тих людей, «котрі проживають на землі?»"
23,ПИТАННЯ #10,"Відповідь: Будуть спалені, небагато залишиться"
24,ПИТАННЯ #11,"(1 бал) Згідно з Ісаєю 31:7, «Того дня кожен відкине своїх срібних і золотих ідолів». Як вони отримали цих ідолів?"
25,ПИТАННЯ #11,Відповідь: Власними руками зробили собі
26,ПИТАННЯ #12,"(2 бали) Згідно з Ісаєю 25:4, для яких двох груп людей, за словами Ісаї, Господь був захистом?"
27,ПИТАННЯ #12,"Відповідь: Для бідних, нещасних"
28,ПИТАННЯ #13,"(1 бал) Згідно з Ісаєю 13:13, правда чи неправда, Господь каже, що Він захитає небом, і зірки зрушать зі свого місця?"
29,ПИТАННЯ #13,Відповідь: Неправда (зрушиться зі свого місця земля)
30,ПИТАННЯ #14,"(2 бали) Згідно з Ісаєю 5:18, заповніть пропуски: Ісая пише: «Горе тим, котрі тягнуть за собою гріхи, наче шнурами марноти, і беззаконня – наче _______ від _____»."
31,ПИТАННЯ #14,"Відповідь: Мотузками, воза"
32,ПИТАННЯ #15,"(3 бали) Згідно з Ісаєю 24:23, де Господь Саваот зацарює та засяє Його слава?"
33,ПИТАННЯ #15,"Відповідь: На горі Сіон, в Єрусалимі, перед старійшинами."
34,ПИТАННЯ #16,"(1 бал) Згідно з Ісаєю 27:12, як Господом будуть зібрані діти Ізраїля?"
35,ПИТАННЯ #16,Відповідь: Один за одним
36,ПИТАННЯ #17,"(1 бал) Згідно з Ісаєю 7:4, Рецін з арамійцями та Ремаліїн син порівнюються з двома недогорілими обрубками чого? Будьте точними."
37,ПИТАННЯ #17,Відповідь: Димуючих головешок
38,ПИТАННЯ #18,"(3 бали) Згідно з Ісаєю 33:18, серце буде лише згадувати про минулі страхіття і питатиме: Де ті три особи, які що робили?"
39,ПИТАННЯ #18,"Відповідь: Де ті, що рахували? Де ті, що важили? Де той, що перераховував вежі?"
40,ПИТАННЯ #19,"(1 бал) Відповідно до Ісаї 8:6, якими тихоплинними водами, за словами Господа, знехтував цей народ?"
41,ПИТАННЯ #19,Відповідь: Водами Сілоаму
42,ПИТАННЯ #20,"(4 бали) Згідно з Ісаєю 8:9, заповніть пропуски: «Розлючуйтесь, народи, і тремтіть! Прислухайтесь усі віддалені землі! _________, але ________! ________ і ________»!"
43,ПИТАННЯ #20,"Відповідь: Озбройтесь, тремтіть, Підпережіться, тремтіть»!"
44,ПИТАННЯ #21,"(1 бал) Згідно з Ісаєю 23:13, для кого ассирійці визначили край халдеїв? Будьте точними."
45,ПИТАННЯ #21,Відповідь: Для звірів пустелі
46,ПИТАННЯ #22,"(2 бали) Згідно з Ісаєю 14:4, Ісаї було наказано притчею заспівати пісню про царя вавилонського. Що він мав сказати окрім: «Скінчилося»?"
47,ПИТАННЯ #22,"Відповідь: Не стало гнобителя, – скінчилося пригноблення!"
48,ПИТАННЯ #23,"(1 бал) Згідно з Ісая 23:1 при поверненні з якого краю було проголошено про те, що знищені торгівельні палати Тиру і немає до них входу?"
49,ПИТАННЯ #23,Відповідь: з кіттімського краю
50,ПИТАННЯ #24,"(1 бал) Згідно з Ісаєю 29:20, «Того дня не стане гнобителя», що ж станеться з глузливим?"
51,ПИТАННЯ #24,Відповідь: Загине
52,ПИТАННЯ #25,"(4 бали) Згідно з Ісаєю 28:2, до яких трьох природних стихій подібний сильний та могутній Господь і що робить остання стихія? Будьте точними."
53,ПИТАННЯ #25,"Відповідь: Буря з градом, нищівний ураган, потужний потік води, котрий заливає / зі силою падає на землю"
54,ПИТАННЯ #26,"(2 бали) Згідно з Ісаєю 4:6, окрім тіні від спеки вдень наче в наметі, від чого ще буде притулок захистом?"
55,ПИТАННЯ #26,Відповідь: Від негоди та дощу вночі.
56,ПИТАННЯ #27,"(4 бали) Згідно з Ісаєю 1:1, Ісая пише про видіння, яке він бачив стосовно Юдеї та Єрусалиму, за часів яких чотирьох юдейських царів?"
57,ПИТАННЯ #27,"Відповідь: Уззії, Йотама, Ахаза та Єзекії"
58,ПИТАННЯ #28,"(2 бали) Згідно з Ісаєю 3:1, у кого Господь Саваот забере підпору і допомогу?"
59,ПИТАННЯ #28,Відповідь: В Єрусалима та Юдеї
60,ПИТАННЯ #29,"(1 бал) Згідно з Ісаєю 11:10, Того дня буде Корінь Єссея. Чим стане Корінь для народів?"
61,ПИТАННЯ #29,Відповідь: Знаменом
62,ПИТАННЯ #30,"(2 бали) Згідно з Ісаєю 20:2, як Ісая ходив, отримавши наказ від Господа зняти веретище та взуття?"
63,ПРЕРВА,
64,ПИТАННЯ #30,Відповідь: Нагим і босим
65,ПИТАННЯ #31,"(1 бал) Згідно з Ісаєю 16:1, в пророцтві про Моава, кого слід послати до володаря краю?"
66,ПИТАННЯ #31,Відповідь: Ягнят
67,ПИТАННЯ #32,"(1 бал) Згідно з Ісаєю 2:17, що станеться з гординею людини того дня, описаного Ісаєю?"
68,ПИТАННЯ #32,Відповідь: Впокорена буде гординя
69,ПИТАННЯ #33,"(5 балів) Згідно з Ісаєю 26:3, заповніть пропуски: «Незмінного в намірах _____ зберігаєш у ______ _______, бо він _______ покладає на _______»."
70,ПИТАННЯ #33,"Відповідь: Ти, повному, спокої, надію, Тебе."
71,ПИТАННЯ #34,"(1 бал) Згідно з Ісаєю 22:15-17, кому Господь Саваот говорить наступні слова: “Оце Господь Саваот схопить тебе, чоловіче, і жбурне подалі”?"
72,ПИТАННЯ #34,Відповідь: до Шевни (начальник над царським домом)
73,ПИТАННЯ #35,"(2 бали) Згідно з Ісаєю 30:8, де мав пророк записати «це» (провіщення) та закріпити його, аби воно зберігалось для майбутнього, як свідчення навіки?"
74,ПИТАННЯ #35,"Відповідь: На таблиці, в книзі"
75,ПИТАННЯ #36,"(1 бал) Згідно з Ісаєю 19:19, правда чи неправда, Ісая сказав, що того дня буде пам’ятний стовп Господу, на кордоні єгипетського краю?"
76,ПИТАННЯ #36,Відповідь: ПРАВДА
77,ПИТАННЯ #37,"(2 бали) Згідно з Ісаєю 23:9, що Господь визначив зробити з гордісттю славнозвісних на землі?"
78,ПИТАННЯ #37,"Відповідь: Кинути в сором, зганьбити"
79,ПИТАННЯ #38,"(1 бал) Згідно з Ісаєю 18:7, Кому буде принесений дар від високорослого народу, з гладкою шкірою?"
80,ПИТАННЯ #38,Відповідь: Господу Саваотові
81,ПИТАННЯ #39,"(3 бали) Згідно з Ісаєю 17:3, заповніть пропуски: «Не стане фортеці _______ і царства _______, а з залишками Араму (______) буде те ж саме, що й зі славою нащадків Ізраїля, – говорить Господь Саваот»."
82,ПИТАННЯ #39,"Відповідь: Єфрема, Дамаск, (Сирії)"
83,ПИТАННЯ #40,"(1 бал) Згідно з Ісаєю 10:24, Господь, Бог Саваот, каже Своєму народові, який мешкає на Сіоні, не боятися, кого?"
84,ПИТАННЯ #40,Відповідь: Ассирійців
85,ПИТАННЯ #41,"(2 бали) Згідно з Ісаєю 32:12, «ридаючи, бийте себе в груди, – голосіть…»за що?"
86,ПИТАННЯ #41,Відповідь: За родючими полями та врожайними виноградниками
87,ПИТАННЯ #42,(1 бал) Згідно з Ісая 27:1 яку тварину Господь покарає Своїм великим і потужним мечем?
88,ПИТАННЯ #42,Відповідь: змія Левіатана
89,ПИТАННЯ #43,"(2 бали) Згідно з Ісаєю 18:3, Коли підніметься на горах стяг, хто повинен бути уважним?"
90,ПИТАННЯ #43,"Відповідь: Усі, мешканці землі, що населяєте світ"
91,ПИТАННЯ #44,"(2 бали) Згідно з Ісаєю 7:21, заповніть пропуски: «Того часу людина годуватиме лише одну ______і дві______»."
92,ПИТАННЯ #44,"Відповідь: Корову, овечки"
93,ПИТАННЯ #45,"(6 балів.) Згідно з Ісаєю 29:6, за їхній, (Арієла), непослух, вони будуть покарані Господом Саваотом, якими шістьма речами?"
94,ПИТАННЯ #45,"Відповідь: громом, землетрусом, великим гулом бурі, вихору, полум’я пожираючого вогню."
95,ПИТАННЯ #46,"(1 бал) Згідно з Ісаєю 28:29, Хто чудовий Порадник, неосяжний у мудрості?"
96,ПИТАННЯ #46,Відповідь: Господь Саваот
97,ПИТАННЯ #47,"(1 бал) Згідно з Ісаєю 17:7, у той день очі людини дивитимуться на Святого Ізраїлевого. На Кого вона зверне свій погляд? Будьте точними"
98,ПИТАННЯ #47,"Відповідь: На Того, Хто її створив"
99,ПИТАННЯ #48,"(2 бали) Згідно з Ісаєю 4:2, які два слова описують плід землі?"
100,ПИТАННЯ #48,Відповідь: Величчю і красою
101,ПИТАННЯ #49,"(2 бали) Згідно з Ісаєю 15:1, у пророцтві проти Моава, які дві речі стануться в одну ніч з Ар-Моавом та Кір-Моавом?"
102,ПИТАННЯ #49,"Відповідь: Спустошений, знищений"
103,ПИТАННЯ #50,"(1 бал) Згідно з Ісаєю 29:16, Господь сказав, що люди забули своє становище. За Його словами, з чим не можна порівнювати гончаря?"
104,ПИТАННЯ #50,Відповідь: З глиною
105,ПИТАННЯ #51,"(3 бали) Згідно з Ісаєю 21:7, заповніть пропуски: «І коли він побачить кіннотників, що їдуть верхи попарно, ________ на ______ та вершників на ________, то нехай він уважно прислухається, дуже уважно»!"
106,ПИТАННЯ #51,"Відповідь: Вершників, ослах, верблюдах"
107,ПИТАННЯ #52,(1 бал.) Згідно з Ісая 25:6 що влаштує Господь Саваот на цій горі?
108,ПИТАННЯ #52,Відповідь: бенкет
109,ПИТАННЯ #53,"(2 бали) Згідно з Ісаєю 31:3, вказуючи на те, що єгиптяни — це люди, а не Бог, хто, за словами Ісаї, загинуть разом, коли Господь простягне Свою руку?"
110,ПИТАННЯ #53,"Відповідь: Той, котрий допомагає, і той, кому помагає"
111,ПИТАННЯ #54,"(1 бал) Згідно з Ісаєю 10:5, кого Господь називає палицею гніву Мого, і жезлом, в чиїй руці — обурення Моє?"
112,ПИТАННЯ #54,Відповідь: Ассирія
113,ПИТАННЯ #55,"(3 бали) Згідно з Ісаєю 28:16, Господь покладе в основу на Сіоні Камінь. Які три слова описують цей камінь?"
114,ПИТАННЯ #55,"Відповідь: Випробуваний, наріжний, дорогоцінний"
115,ПИТАННЯ #56,"(1 бал) Згідно з Ісаєю 12:6, у цьому гімні хвали, кому сказано «Веселіться та радійте»?"
116,ПИТАННЯ #56,Відповідь: Мешканці Сіону
117,ПИТАННЯ #57,"(2 бали) Згідно з Ісаєю 14:23, Господь Саваот каже, що Він перетворить Вавилон на місце яких двох речей? Будьте точними."
118,ПИТАННЯ #57,"Відповідь: Житло їжаків, багно з очеретом"
119,ПИТАННЯ #58,"(1 бал) Згідно з Ісаєю 32:4, правда чи неправда, мова німого буде виразною і вправною?"
120,ПИТАННЯ #58,Відповідь: Неправда (мова заїкуватих)
121,ПИТАННЯ #59,"(3 бали) Згідно з Ісаєю 10:20, залишок Ізраїля, і врятовані з роду Якова, більше ніколи не будуть покладатися на того, хто їх побив. На кого вони покладатимуться і як?"
122,ПИТАННЯ #59,"Відповідь: В істині на Господа, Святого Ізраїлевого."
123,ПИТАННЯ #60,"(1 бал) Згідно з Ісаєю 2:8, земля дому Якова сповнилася гидотами. Кому вони поклоняються? Будьте точними."
124,ПРЕРВА,
125,ПИТАННЯ #60,"Відповідь: Ділу своїх рук (тому, що зробили власні пальці)"
126,ПИТАННЯ #61,"(2 бали) Згідно з Ісаєю 19:24, того дня Ізраїль буде третім нарівні з якими двома іншими народами?"
127,ПИТАННЯ #61,Відповідь: Єгипет та Ассирія
128,ПИТАННЯ #62,"(3 бали) Згідно з Ісаєю 32:18, де житиме Божий народ?"
129,ПИТАННЯ #62,"Відповідь: В оселях миру, – в безпечних помешканнях, і в місцях спокою…"
130,ПИТАННЯ #63,"(1 бал) Згідно з Ісаєю 33:4, збирання здобичі порівнюється з поїданням гусені та нападом якої істоти?"
131,ПИТАННЯ #63,Відповідь: Сарани
132,ПИТАННЯ #64,"(1 бал) Згідно з Ісаєю 19:11, чиї радники дають безглузді поради?"
133,ПИТАННЯ #64,Відповідь: Фараона
134,ПИТАННЯ #65,"(4 бали) Згідно з Ісаєю 6:9, заповніть пропуски: «Йди і говори цьому народові: Ви ______ уважно, але не _______; ви очима _______, але не_______!"
135,ПИТАННЯ #65,"Відповідь: Слухаєте, розумієте, дивитеся, пізнаєте"
136,ПИТАННЯ #66,"(1 бал) Згідно з Ісаєю 2:6, дім Якова багато чого перейняли зі Сходу. З ким вони братаються?"
137,ПИТАННЯ #66,Відповідь: З чужими дітьми
138,ПИТАННЯ #67,"(2 бали) Згідно з Ісаєю 20:4, коли поведе ассирійський цар полонених Єгипту і вигнанців Ефіопії, які вікові групи будуть поведені як полонені та в'язні?"
139,ПИТАННЯ #67,Відповідь: Молоді та старi
140,ПИТАННЯ #68,"(1 бал) Згідно з Ісаєю 5:7, Коли Господь сподівався правосуддя, що Він побачив?"
141,ПИТАННЯ #68,Відповідь: Кровопролиття
142,ПИТАННЯ #69,"(2 бали) Згідно з Ісаєю 16:10, в описі знищення Моава, чого більше не чути у виноградниках?"
143,ПИТАННЯ #69,Відповідь: Голосу пісень і радісних вигуків
144,ПИТАННЯ #70,"(1 бал) Згідно з Ісая 18:5 в що перетворяться грона перед жнивами, коли закінчиьтся цвітіння?"
145,ПИТАННЯ #70,Відповідь: в виноград
146,ПИТАННЯ #71,"(2 бали) Згідно з Ісаєю 24:15, людям наказано прославляти Господа. Коли і де? Будьте точними."
147,ПИТАННЯ #71,"Відповідь: У світлі, – на узбережжях моря"
148,ПИТАННЯ #72,"(2 бали) Згідно з Ісаєю 30:31-32, коли Ассирія здригнеться, кожний караючий удар палиці, який направить на неї Господь, супроводжуватиметься звуками яких двох музичних інструментів?"
149,ПИТАННЯ #72,Відповідь: Бубнів та гусел.
150,ПИТАННЯ #73,"(1 бал) Згідно з Ісаєю 13:11, чию самовпевненість Господь впокорить?"
151,ПИТАННЯ #73,Відповідь: Гнобителів
152,ПИТАННЯ #74,"(2 бали) Згідно з Ісаєю 27:4, Господь сказав, якби всупереч Його волі виросли терен і колючий чагарник, як Він поведеться з ними?"
153,ПИТАННЯ #74,"Відповідь: Війною виступлю проти нього, і дотла спалю"
154,ПИТАННЯ #75,"(1 бал) Згідно з Ісаєю 25:2, яке місто, за словами Ісаї, Господь перетворив на руїну?"
155,ПИТАННЯ #75,Відповідь: Місто-фортецю
156,ПИТАННЯ #76,"(5 балів.) Згідно з Ісаєю 5:2, які п’ять речей зробив Мій Улюблений, для Свого виноградника?"
157,ПИТАННЯ #76,"Відповідь: Він перекопав його, очистив його від каміння і засадив його добірною лозою, – побудував башту і викопав у ньому чавило."
158,ПИТАННЯ #77,"(1 бал) Згідно з Ісаєю 22:25, Господь Саваот каже, що цвях, забитий у надійне місце, похитнеться, зламається і впаде. Що станеться з тягарем, який висів на ньому?"
159,ПИТАННЯ #77,Відповідь: Буде знищений
160,ПИТАННЯ #78,"(2 бали) Згідно з Ісаєю 1:24, кому, за словами Господа Саваота, Він відплатить та відомстить?"
161,ПИТАННЯ #78,"Відповідь: Моїм ворогам, Моїм противникам!"
162,ПИТАННЯ #79,"(1 бал) Згідно з Ісаєю 3:10, Ісаї наказано сказати праведному, що йому буде добре. Що він споживатиме?"
163,ПИТАННЯ #79,Відповідь: Плоди своїх учинків
164,ПИТАННЯ #80,"(1 бал) Згідно з Ісаєю 6:4, правда чи неправда, вікна дому захиталисяя від голосу волаючих?"
165,ПИТАННЯ #80,"Відповідь: Неправда, (підвалини й пороги брам)"
166,ПИТАННЯ #81,"(2 бали) Згідно з Ісаєю 11:5, Цей Пагонець… що буде поясом на Його крижах та чим Він підпережеться?"
167,ПИТАННЯ #81,"Відповідь: Справедливість буде поясом, Він підпережеться правдою"
168,ПИТАННЯ #82,"(1 бал) Згідно з Ісаєю 9:15 , хто змусив цей народ (Ізраїль) піддатися відступництву?"
169,ПИТАННЯ #82,Відповідь: Провідники цього народу
170,ПИТАННЯ #83,"(4 бали) Згідно з Ісаєю 9:20, хто кого поїдатиме, і обидва разом підуть проти Юди? Будьте точними."
171,ПИТАННЯ #83,"Відповідь: Манассія поїдатиме Єфрема, Єфрем – Манассію"
172,ПИТАННЯ #84,"(1 бал) Згідно з Ісаєю 30:1, Господь, згадуючи про непокірних дітей, сказав, що вони проводять наради та укладають угоди, але не в якому дусі?"
173,ПИТАННЯ #84,Відповідь: Не в Моєму Дусі
174,ПИТАННЯ #85,"(1 бал) Згідно з Ісаєю 22:11, ви зробили водоймище для води Старого Ставу… . Де було збудовано цей резервуар?"
175,ПИТАННЯ #85,Відповідь: Між двома стінами
176,ПИТАННЯ #86,"(2 бали) Згідно з Ісая 12:2 вставите пропущені слова: “(...) Надіюся на Нього і не боятимусь, тому що моя сила і моя ________ - Господь! Він став моїм _________”"
177,ПИТАННЯ #86,"Відповідь: пісня, спасінням"
178,ПИТАННЯ #87,"(1 бал) Згідно з Ісаєю 26:21, за що, за словами Ісаї, Господь покарає мешканців землі?"
179,ПИТАННЯ #87,Відповідь: За їхні беззаконня
180,ПИТАННЯ #88,"(2 бали) Згідно з Ісаєю 7:14-15, якіми двома стравами харчуватиметься Син, що має ім’я Еммануїл? Будьте точними."
181,ПИТАННЯ #88,Відповідь: Молоком і медом
182,ПИТАННЯ #89,"(1 бал) Згідно з Ісаєю 1:17, кого, за словами Господа, має захищати народ?"
183,ПИТАННЯ #89,Відповідь: Сироту
184,ПИТАННЯ #90,"(8 балів.) Згідно з Ісаєю 9:5, заповніть пропуски: «Тому що Дитя нам народилося, – нам дано Сина. Влада на Його плечах, і дадуть Йому ім’я: ______ _______, _______ ______, _______ _______, ______ _______»!"
185,ПИТАННЯ #90,"Відповідь: Дивовижний Порадник, сильний Бог, Отець вічності, Владика миру"
